,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Heating Type,Floor,Age of the Building,Usage Status,Maintenance Fee,Rental Income,Suitable for Bank Loan,Number of Rooms,Number of Bathrooms,Number of Floors of the Building,Status of the Property,House Type,"Video Home Tour
                                                                ?",Furnishing Status,Unit Exchange,Title Deed Status,From Whom,Pet Friendly Paws Houses,Fiyat,İl,İlçe,Mahalle,Oda
16078,104,120m²,6,,1,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3475000,İstanbul,Üsküdar,Ferah, 3 + 1 
16079,85,105m²,3,,Giriş Katı,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5750000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16080,115,135m²,6,,3,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4095000,İstanbul,Üsküdar,Kısıklı, 2 + 1 
16081,110,125m²,3,,2,6-10 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2950000,İstanbul,Üsküdar,Mimar Sinan, 3 + 1 
16082,100,120m²,5,Kombi (Doğalgaz),3,26-30 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Üsküdar,Selami Ali, 2 + 1 
16083,80,90m²,5,Kombi (Doğalgaz),5,0,,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,12500000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16084,120,145m²,3,Kombi (Doğalgaz),3,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,9950000,İstanbul,Üsküdar,Çengelköy, 3 + 1 
16085,90,135m²,4,Merkezi Sistem (Isı Payı Ölçer),Kot 2,2,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,15000000,İstanbul,Üsküdar,Aziz Mahmut Hüdayi, 4 + 1 
16086,217,255m²,5,Klima,5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,25980000,İstanbul,Üsküdar,Burhaniye, 2 + 1 
16087,158,164m²,5,Klima,Bahçe katı,0,Sadece Mutfak,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Üsküdar,Bulgurlu, 2 + 1 
16088,75,85m²,4,Kombi (Doğalgaz),Giriş Katı,5,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2600000,İstanbul,Üsküdar,Kısıklı, 2 + 1 
16089,70,80m²,5,,4,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16090,125,140m²,5,,1,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7650000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16091,115,125m²,4,Kalorifer (Doğalgaz),2,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5850000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16092,155,175m²,6,,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2725000,İstanbul,Üsküdar,Kısıklı, 2 + 1 
16093,70,85m²,4,,Yüksek Giriş,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1825000,İstanbul,Üsküdar,Valide-i Atik, 3 + 1 
16094,85,100m²,5,,4,26-30 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,11000000,İstanbul,Üsküdar,Altunizade, 4 + 1 
16095,160,200m²,8,Kombi (Doğalgaz),4,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2725000,İstanbul,Üsküdar,Aziz Mahmut Hüdayi, 2 + 1 
16096,70,95m²,5,,Yüksek Giriş,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Üsküdar,Altunizade, 1 + 1 
16097,56,74m²,3,Merkezi Sistem (Isı Payı Ölçer),1,2,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1990000,İstanbul,Üsküdar,Cumhuriyet, 1 + 1 
16098,55,65m²,5,,Yüksek Giriş,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16099,120,130m²,8,,4,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,9000000,İstanbul,Üsküdar,İcadiye, 4 + 1 
16100,130,160m²,7,,7,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,İcadiye, 2 + 1 
16101,70,85m²,7,,6,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Üsküdar,Valide-i Atik, 3 + 1 
16102,80,90m²,5,Kombi (Doğalgaz),Giriş Katı,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3450000,İstanbul,Üsküdar,Selami Ali, 2 + 1 
16103,85,90m²,5,Merkezi Sistem (Isı Payı Ölçer),Giriş Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4200000,İstanbul,Üsküdar,Küçük Çamlıca, 2 + 1 
16104,90,140m²,5,Kombi (Doğalgaz),1,6-10 arası,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2785000,İstanbul,Üsküdar,Cumhuriyet, 2 + 1 
16105,80,90m²,4,Kombi (Doğalgaz),2,5,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,9500000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16106,104,130m²,7,Yerden Isıtma,3,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5500000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16107,79,106m²,6,Yerden Isıtma,2,0,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,4190000,İstanbul,Üsküdar,Bulgurlu, 3 + 2 
16108,176,225m²,3,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,,Evet,Evet,1971,8,,,,,,,,,,,,,,,,,,,,,1600000,İstanbul,Üsküdar,Ferah, 1 + 1 
16109,65,75m²,4,Kalorifer (Doğalgaz),Zemin Kat,6-10 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Selami Ali, 5 + 2 
16110,220,230m²,4,Kombi (Doğalgaz),4,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,8650000,İstanbul,Üsküdar,Çengelköy, 4 + 1 
16111,145,177m²,6,Klima,4,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,9750000,İstanbul,Üsküdar,Güzeltepe, 4 + 1 
16112,145,165m²,5,Klima,2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3450000,İstanbul,Üsküdar,Ferah, 4 + 1 
16113,135,150m²,4,Kombi (Doğalgaz),Yüksek Giriş,,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Üsküdar,Selimiye, 3 + 1 
16114,100,120m²,4,Kombi (Doğalgaz),Zemin Kat,40 ve üzeri,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Üsküdar,Cumhuriyet, 4 + 1 
16115,150,160m²,5,Klima,Bahçe katı,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3700000,İstanbul,Üsküdar,Cumhuriyet, 2 + 1 
16116,83,95m²,5,Klima,4,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2600000,İstanbul,Üsküdar,İcadiye, 2 + 1 
16117,85,88m²,4,Kombi (Doğalgaz),Yüksek Giriş,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3900000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16118,120,150m²,4,Kombi (Doğalgaz),1,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,5700000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16119,100,122m²,4,Merkezi Sistem,3,31-35 arası,Eşyasız,Boş,Evet,,706,11,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Acıbadem, 2 + 1 
16120,80,100m²,5,Klima,Giriş Katı,4,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,16000000,İstanbul,Üsküdar,Acıbadem, 6 + 2 
16121,270,300m²,5,Klima,5,21-25 arası,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,17000000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16122,185,215m²,4,Klima,4,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Üsküdar,Beylerbeyi, 2 + 1 
16123,41,60m²,4,,Bahçe katı,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,18000000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16124,190,225m²,4,Kombi (Doğalgaz),4,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,18000000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16125,190,225m²,4,Klima,4,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,10000000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16126,320,400m²,5,Kombi (Doğalgaz),Bahçe katı,2,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3300000,İstanbul,Üsküdar,Kısıklı, 4 + 2 
16127,200,230m²,4,Kombi (Doğalgaz),4,26-30 arası,,Kiracılı,Evet,,793,100,,,,,,,,,,,,,,,,,,,,,6050000,İstanbul,Üsküdar,Aziz Mahmut Hüdayi, 3 + 1 
16128,90,115m²,4,Kombi (Doğalgaz),1,5,,Kiracılı,Hayır,Evet,,,,,,,,,,,,,,,,,,,,,,,7850000,İstanbul,Üsküdar,Altunizade, 3 + 1 
16129,120,150m²,8,Merkezi Sistem (Isı Payı Ölçer),5,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Altunizade, 2 + 1 
16130,100,135m²,4,,Giriş Katı,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Üsküdar,Acıbadem, 1 + 1 
16131,60,70m²,3,,Bahçe katı,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Üsküdar,Acıbadem, 2 + 1 
16132,80,95m²,3,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3549000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16133,130,145m²,5,Kombi (Doğalgaz),,11-15 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Üsküdar,Acıbadem, 2 + 1 
16134,75,90m²,4,,Bahçe katı,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16135,100,110m²,4,Kombi (Doğalgaz),Bahçe katı,11-15 arası,,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,4850000,İstanbul,Üsküdar,Ferah, 4 + 1 
16136,194,220m²,4,Kombi (Doğalgaz),4,11-15 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16137,120,135m²,5,Kombi (Doğalgaz),4,26-30 arası,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4750000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16138,110,125m²,4,Kombi (Doğalgaz),1,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2950000,İstanbul,Üsküdar,Cumhuriyet, 2 + 1 
16139,70,80m²,5,Kombi (Doğalgaz),2,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2515000,İstanbul,Üsküdar,Kısıklı, 2 + 1 
16140,75,90m²,3,,1,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Üsküdar,Zeynep Kamil, 2 + 1 
16141,67,90m²,4,,Bahçe katı,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Üsküdar,Barbaros, 3 + 1 
16142,90,120m²,4,Merkezi Sistem,4,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Üsküdar,Sultantepe, 3 + 1 
16143,160,170m²,5,Kombi (Doğalgaz),Kot 4,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Üsküdar,Burhaniye, 3 + 1 
16144,115,130m²,6,Kombi (Doğalgaz),3,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Üsküdar,Çengelköy, 1 + 1 
16145,50,60m²,5,Kalorifer (Doğalgaz),Giriş Katı,40 ve üzeri,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,4400000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16146,110,133m²,,Merkezi Sistem,4,,,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2975000,İstanbul,Üsküdar,Zeynep Kamil, 2 + 1 
16147,95,100m²,4,,Giriş Katı,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Üsküdar,Zeynep Kamil, 2 + 1 
16148,70,80m²,4,Kombi (Doğalgaz),Yüksek Giriş,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Üsküdar,Selami Ali, 2 + 1 
16149,90,100m²,4,,4,21-25 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7000000,İstanbul,Üsküdar,Barbaros, 3 + 1 
16150,130,150m²,4,Merkezi Sistem (Isı Payı Ölçer),2,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,1812,63,,,,,,,,,,,,,,,,,,,,,19000000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16151,110,170m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),18,3,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16152,105,115m²,5,Klima,Müstakil,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Üsküdar,Cumhuriyet, 2 + 1 
16153,60,65m²,5,Kombi (Doğalgaz),Yüksek Giriş,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5800000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16154,110,135m²,7,,4,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2590000,İstanbul,Üsküdar,Murat Reis, 2 + 1 
16155,80,85m²,3,Kombi (Doğalgaz),1,40 ve üzeri,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16156,80,85m²,3,Kombi (Doğalgaz),3,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4125000,İstanbul,Üsküdar,Cumhuriyet, 3 + 1 
16157,115,135m²,5,,1,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2600000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16158,43,70m²,4,Kombi (Doğalgaz),Yüksek Giriş,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16159,85,88m²,5,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16160,90,100m²,4,Klima,Bahçe katı,21-25 arası,Sadece Beyaz Eşya,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Murat Reis, 4 + 1 
16161,150,160m²,3,Kombi (Doğalgaz),3,0,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3950000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16162,75,85m²,4,Kombi (Doğalgaz),4,40 ve üzeri,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16163,80,90m²,5,Kombi (Doğalgaz),1,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2725000,İstanbul,Üsküdar,Mimar Sinan, 2 + 1 
16164,90,95m²,6,Kombi (Doğalgaz),1,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1475000,İstanbul,Üsküdar,Murat Reis, 2 + 1 
16165,65,75m²,5,Kombi (Doğalgaz),Giriş Katı,26-30 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Üsküdar,Salacak, 2 + 1 
16166,75,100m²,4,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,23500000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16167,100,250m²,6,,6,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1550000,İstanbul,Üsküdar,İcadiye, 2 + 1 
16168,70,86m²,5,Kombi (Doğalgaz),,31-35 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,27500000,İstanbul,Üsküdar,Salacak, 3 + 1 
16169,135,145m²,4,Combi Boiler (Natural Gas),3,0,Unfurnished,Vacant,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,12000000,İstanbul,Üsküdar,Kuzguncuk, 2 + 1 
16170,95,110m²,4,Kombi (Doğalgaz),4,26-30 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16171,80,85m²,4,,1,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,11000000,İstanbul,Üsküdar,Kuzguncuk, 4 + 1 
16172,140,160m²,4,Kombi (Doğalgaz),3,21-25 arası,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,13250000,İstanbul,Üsküdar,Ünalan, 2 + 1 
16173,100,147m²,10-20 arası,Klima,9,4,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,9800000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16174,170,210m²,6,,6,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2800000,İstanbul,Üsküdar,Zeynep Kamil, 3 + 1 
16175,63,80m²,4,Kombi (Doğalgaz),3,40 ve üzeri,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Çengelköy, 3 + 1 
16176,120,140m²,7,,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5950000,İstanbul,Üsküdar,Ferah, 3 + 2 
16177,180,190m²,5,Kombi (Doğalgaz),En Üst Kat,21-25 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,8500000,İstanbul,Üsküdar,Çengelköy, 5 + 1 
16178,200,230m²,7,,7,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Üsküdar,Bahçelievler, 3 + 1 
16179,120,180m²,7,Klima,Giriş Katı,1,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Üsküdar,Selami Ali, 3 + 1 
16180,100,110m²,6,,1,0,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,18500000,İstanbul,Üsküdar,Salacak, 3 + 2 
16181,180,200m²,4,Kombi (Doğalgaz),4,0,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,23500000,İstanbul,Üsküdar,Beylerbeyi, 3 + 1 
16182,100,250m²,6,Kombi (Doğalgaz),6,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1600000,İstanbul,Üsküdar,Bulgurlu, 1 + 1 
16183,40,45m²,4,,Bahçe katı,3,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,26000000,İstanbul,Üsküdar,Altunizade, 3 + 1 
16184,189,252m²,3,Güneş Enerjisi,2,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7550000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16185,160,180m²,7,,7,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3200000,İstanbul,Üsküdar,Bulgurlu, 2 + 1 
16186,80,90m²,4,,Yüksek Giriş,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,8100000,İstanbul,Üsküdar,Selimiye, 3 + 1 
16187,110,140m²,6,Klima,Bahçe katı,1,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,6250000,İstanbul,Üsküdar,Murat Reis, 3 + 1 
16188,108,125m²,7,Kombi (Doğalgaz),5,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4800000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16189,120,140m²,4,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,5250000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16190,75,90m²,6,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Üsküdar,Kısıklı, 2 + 1 
16191,80,90m²,5,Kombi (Doğalgaz),3,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Üsküdar,Bulgurlu, 3 + 1 
16192,120,135m²,4,Merkezi Sistem (Isı Payı Ölçer),Giriş Katı,31-35 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Üsküdar,Cumhuriyet, 4 + 2 
16193,130,150m²,5,Kombi (Doğalgaz),4,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4600000,İstanbul,Üsküdar,Kirazlıtepe, 2 + 1 
16194,85,100m²,4,Kombi (Doğalgaz),Kot 4,1,,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,100000000,İstanbul,Üsküdar,Salacak, 5 + 2 
16195,285,360m²,5,,5,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1925000,İstanbul,Üsküdar,Valide-i Atik, 2 + 1 
16196,65,70m²,5,Kombi (Doğalgaz),Giriş Katı,31-35 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,45000000,İstanbul,Üsküdar,Burhaniye, 5 + 1 
16197,310,350m²,2,Klima,Bahçe katı,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Kirazlıtepe, 3 + 1 
16198,115,130m²,4,Kombi (Doğalgaz),Kot 1,1,,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Üsküdar,Bahçelievler, 4 + 1 
16199,170,200m²,6,,6,0,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,16500000,İstanbul,Üsküdar,Kandilli, 4 + 1 
16200,143,185m²,6,Klima,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5250000,İstanbul,Üsküdar,Bahçelievler, 2 + 1 
16201,75,95m²,7,,5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1450000,İstanbul,Üsküdar,Zeynep Kamil, 3 + 1 
16202,75,85m²,5,Kombi (Doğalgaz),5,31-35 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5500000,İstanbul,Üsküdar,Çengelköy, 2 + 1 
16203,87,92m²,4,Kombi (Doğalgaz),1,2,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,4750000,İstanbul,Üsküdar,Acıbadem, 3 + 1 
16204,110,125m²,4,Kombi (Doğalgaz),1,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,21500000,İstanbul,Üsküdar,Küçüksu, 4 + 1 
16205,200,253m²,6,,6,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Üsküdar,Acıbadem, 4 + 1 
16206,180,220m²,4,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,15500000,İstanbul,Üsküdar,Kandilli, 4 + 1 
16207,230,250m²,4,,4,26-30 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6125000,İstanbul,Üsküdar,Kuzguncuk, 2 + 1 
16208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51500000,İstanbul,Üsküdar,Kuzguncuk, 6 + 2 
16209,90,100m²,4,Kombi (Doğalgaz),Giriş Katı,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6500000,İstanbul,Üsküdar,Barbaros, 3 + 1 
16210,417,530m²,3,Klima,3,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Üsküdar,Ünalan, 3 + 1 
16211,145,165m²,9,Yerden Isıtma,Zemin Kat,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5100000,İstanbul,Üsküdar,Cumhuriyet, 4 + 2 
